artist,album,title,duration,playcount,rating,rating_interpretation
Wood Spider,Fourteen Songs,Adverse Effects,1:55,2,0,not-rated
Super Whatevr,Never Nothing,Advice,0:44,,undefined,never-rated
Tears For Fears,Shout: The Very Best Of Tears For Fears,Advice For The Young At Heart,4:44,,0,not-rated
Freelance Whales,Diluvia,Aeolus,3:37,2,0,not-rated
Antony and The Johnsons,The Crying Light,Aeon,4:34,,0,not-rated
Nirvana,Incesticide,Aero Zeppelin,4:42,,0,not-rated
Daft Punk,Discovery,Aerodynamic,3:33,2,0,not-rated
Jessica Pratt,Quiet Signs,Aeroplane,3:35,,undefined,never-rated
Crystal Castles,(III),Affection,2:37,1,0,not-rated
Neko Case,"The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You [Deluxe Edition]",Afraid,2:21,,0,not-rated
"Bonnie ""Prince"" Billy",Beware,Afraid Ain't Me,4:49,,0,not-rated
The National,High Violet,Afraid Of Everyone,4:19,,0,not-rated
The National,High Violet,Afraid Of Everyone,4:20,,0,not-rated
Sharon Van Etten,Are We There,Afraid of Nothing,4:05,,0,not-rated
Delicate Steve,Positive Force,Afria Talks To You,3:00,,0,not-rated
Weezer,Weezer (Teal Album),Africa,3:58,,1,thumbs-down
Junip,Junip,After All Is Said And Done,5:41,,0,not-rated
Daniel Avery,Slow Fade EP,After Dark,4:34,2,undefined,never-rated
The Sufis,After Hours,After Hours,2:23,4,undefined,never-rated
DOROTHY,ROCKISDEAD,After Midnight,2:29,1,undefined,never-rated
Bad Books,II,The After Party,3:33,,0,not-rated
Beirut,Gulag Orkestar,After The Curtain,2:55,,0,not-rated
Grails,Chalice Hymnal,After the Funeral,10:18,,undefined,never-rated
Real Estate,In Mind,After The Moon,4:50,3,undefined,never-rated
Cursive,Such Blinding Stars For Starving Eyes,After The Movies,4:26,,0,not-rated
Mumford and Sons,Sigh No More,After The Storm,4:09,,0,not-rated
Mr. Gnome,Deliver This Creature,After the Sun,5:17,1,0,not-rated
Wolf Alice,Visions Of A Life,After The Zero Hour,3:24,,undefined,never-rated
Joyero,Release the Dogs,After You,5:09,,undefined,never-rated
Kitten Forever,7 Hearts,Afterbite,1:49,1,undefined,never-rated
Arcade Fire,Reflektor,Afterlife,5:53,4,0,not-rated
Kal Marks,Universal Care,The Afterlife,2:33,1,undefined,never-rated
Youth Lagoon,The Year of Hibernation,Afternoon,4:14,1,0,not-rated
M. Ward,Post-War,Afterword/Rag,3:33,,0,not-rated
The Mars Volta,The Bedlam In Goliath,Agadez,6:44,,0,not-rated
Why?,Eskimo Snow,Against Me,5:11,,0,not-rated
The Mountain Goats,We Shall All Be Healed,Against Pollution,3:42,,0,not-rated
Cold War Kids,Loyalty To Loyalty,Against Privacy,3:46,,0,not-rated
Lightning Dust,Fantasy,Agatha,4:10,2,0,not-rated
The Electronic Anthology Project,If You're Not Gonna Dance Then Piss And Go To Bed,Age I Felt,5:07,2,0,not-rated
Sufjan Stevens,The Age Of Adz,Age Of Adz,7:58,16,0,not-rated
Cayetana,Tired Eyes,Age of Consent (New Order),3:46,1,undefined,never-rated
Thao and The Get Down Stay Down,We the Common,Age of Ice,3:09,2,0,not-rated
The Mountain Goats,All Eternals Deck,Age Of Kings,4:13,2,0,not-rated
Alvvays,Alvvays,The Agency Group,4:30,,0,not-rated
Forth Wanderers,Forth Wanderers,Ages Ago,2:15,9,undefined,never-rated
Miya Folick,Give It To Me,Aging,4:09,14,undefined,never-rated
Glass Animals,How To Be A Human Being,Agnes,4:31,,undefined,never-rated
Screaming Females,All at Once,Agnes Martin,4:14,5,undefined,never-rated
"Bonnie ""Prince"" Billy",Greatest Palace Music,"Agnes, Queen Of Sorrow",3:14,,0,not-rated
The Flaming Lips,The Mushroom Tapes,Agonizing,3:26,,0,not-rated
Super Whatevr,Never Nothing,Ah Oo Oh,2:11,,undefined,never-rated
Cola Jet Set,El Fin Del Mundo,Ahora Te Quiero Más,3:17,,undefined,never-rated
Haruomi Hosono,Hosono House,Ai Ai Gasa,0:19,71,undefined,never-rated
Girl Band,The Talkies,Aibophobia,2:41,1,undefined,never-rated
Moonface,This One’s for the Dancer & This One’s for the Dancer’s Bouquet,Aidan’s Ear,4:39,2,undefined,never-rated
Ryan Pollie,Ryan Pollie,Aim Slow,2:33,,undefined,never-rated
The Jayhawks,Music From The North Country: The Jayhawks Anthology,Ain't No End [Album Version],3:46,,0,not-rated
Adam Arcuragi,Old Lonesome Sound,Ain't No Grave,3:16,,0,not-rated
Natalie Prass,The Future And The Past,Ain't Nobody,4:19,2,undefined,never-rated
Lucero,Tennessee,Ain't So Lonely,3:26,3,0,not-rated
Modest Mouse,Everywhere And His Nasty Parlour Tricks [EP],The Air,4:33,1,0,not-rated
Waxahatchee,Ivy Tripp,Air,3:11,3,undefined,never-rated
Waxahatchee,Waxahatchee Katie Crutchfield 15 Ivy Tripp (Merge Media Ltd),Air,3:11,,0,not-rated
Kurt Vile,Wakin On A Pretty Daze,Air Bud,6:30,2,0,not-rated
Haruomi Hosono,Philharmony,Air - Condition (2019 Remastering),4:37,,undefined,never-rated
Rolling Blackouts Coastal Fever,Hope Downs,An Air Conditioned Man,4:51,1,undefined,never-rated
Dive,Oshin,Air Conditioning,4:29,1,0,not-rated
Xiu Xiu,Remixed & Covered,The Air Force,3:47,,undefined,never-rated
The Go! Team,"Thunder, Lightning, Strike",Air Raid GTR,0:40,,0,not-rated
Crystal Castles,Crystal Castles,Air War,4:13,,0,not-rated
Radiohead,OK Computer,Airbag,4:45,2,0,not-rated
Animal Collective,Tangerine Reef,Airpipe (To A New Transition),6:03,2,undefined,never-rated
Local Natives,Gorilla Manor,Airplanes,3:57,,0,not-rated
Horse Jumper of Love,So Divine,Airport,3:41,1,undefined,never-rated
Built To Spill,There Is No Enemy,Aisle 13,3:17,,0,not-rated
Mogwai,Every Country's Sun,aka 47,4:16,,undefined,never-rated
Beirut,March Of The Zapotec / Realpeople Holland [Disc 1],The Akara,3:54,,0,not-rated
Otoboke Beaver,ITEKOMA HITS,akimahenka,1:13,,undefined,never-rated
Girl Band,The Talkies,Akineton,1:46,1,undefined,never-rated
Sigur Rós,Sigur Rós,Álafoss,9:55,,0,not-rated
Justice,Woman,Alakazam,5:11,3,undefined,never-rated
Perfume Genius,No Shape,Alan,2:46,7,undefined,never-rated
Sufjan Stevens,Greetings From Michigan: The Great Lakes State,"Alanson, Crooked River",1:19,,0,not-rated
Pinegrove,Marigold,The Alarmist,4:01,1,undefined,never-rated
Lee Ranaldo Band Featuring J Mascis,Just Tell Me That You Want Me ‒ A Tribute To Fleetwood Mac,Albatross,4:15,,0,not-rated
FIDLAR,Almost Free,Alcohol,3:15,2,1,thumbs-down
Pinegrove,Marigold,Alcove,2:47,1,undefined,never-rated
Xiu Xiu,Remixed & Covered,Ale,3:30,,undefined,never-rated
Typhoon,Offerings,Algernon,4:19,2,undefined,never-rated
Tom Waits,Alice,Alice,4:28,,0,not-rated
Nana Grizol,"""Ruth""",Alice and Gertrude,3:28,,0,not-rated
Crystal Castles,Crystal Castles,Alice Practice,2:41,1,0,not-rated
Snooze,Snooze,Alicia's House,1:01,1,undefined,never-rated
Die Antwoord,Mount Ninji and da Nice Time Kid,Alien,4:16,,undefined,never-rated
Mommy Long Legs,Try Your Best,Alien,1:55,1,undefined,never-rated
The Magnetic Fields,The House Of Tomorrow [EP] [Bonus Track],Alien Being,2:32,,0,not-rated
Crystal Stilts,In Love With Oblivion,Alien Rivers,7:16,,0,not-rated
Horse Jumper of Love,So Divine,Aliens,1:28,1,undefined,never-rated
Joyero,Release the Dogs,Alight,3:52,1,undefined,never-rated
Chelsea Light Moving,Chelsea Light Moving,Alighted,7:47,,0,not-rated
(Sandy) Alex G,Rocket,Alina,3:02,2,undefined,never-rated
together PANGEA,Bulls and Roosters,Alison,2:48,1,undefined,never-rated
Pearl Jam,Ten,Alive,5:40,2,undefined,never-rated
Pearl Jam,Ten,Alive,5:42,,0,not-rated
Vagabon,Infinite Worlds,Alive and A Well,4:02,1,undefined,never-rated
Soft Hair,Soft Hair,Alive Without Medicine,5:05,,undefined,never-rated
Gorillaz,Demon Days,All Alone,3:34,,0,not-rated
Margo Price,All American Made,All American Made,5:50,3,undefined,never-rated
Peace be still,64,All-American pastime,3:16,,0,not-rated
The Decemberists,The King Is Dead,All Arise,3:10,,0,not-rated
The Decemberists,We All Raise Our Voices To The Air: Live Songs 04.11-08.11 [Disc 2],All Arise,4:23,,0,not-rated
Paul Simon,Graceland (25th Anniversary Edition),All Around The World Or The Myth Of Fingerprints,3:18,,0,not-rated
Paul Simon,Graceland (25th Anniversary Edition),All Around The World Or The Myth Of Fingerprints (Early Version),3:17,,0,not-rated
Sturgill Simpson,A Sailor's Guide to Earth,All Around You,3:35,,undefined,never-rated
The Airborne Toxic Event,All At Once,All At Once,5:15,,0,not-rated
Girlpool,What Chaos Is Imaginary,All Blacked Out,3:07,3,undefined,never-rated
Jeff Rosenstock,We Cool?,All Blissed Out,3:33,1,0,not-rated
The Cure,Faith (Deluxe Edition),All Cats Are Grey [Live Summer 1981],5:37,,undefined,never-rated
The Cure,Faith (Deluxe Edition),All Cats Are Grey (Remastered Version),5:27,1,undefined,never-rated
Kitten Forever,7 Hearts,All Day,2:07,,undefined,never-rated
The Morning Benders,Big Echo,All Day Day Light,3:38,,0,not-rated
Smith Westerns,Dye It Blonde,All Die Young,3:46,,0,not-rated
Rival Sons,Feral Roots,All Directions,4:29,,undefined,never-rated
Honeyblood,Honeyblood,All Dragged Up,3:08,2,undefined,never-rated
Kal Marks,Universal Care,All Error Is,3:42,1,undefined,never-rated
The Airborne Toxic Event,All At Once,All For A Woman,3:45,,0,not-rated
Sufjan Stevens,The Age Of Adz,All For Myself,2:55,1,0,not-rated
The New Pornographers,Electric Version,All For Swinging You Around,3:42,,0,not-rated
The New Pornographers,Electric Version,All for Swinging You Around,3:42,,undefined,never-rated
Thom Yorke,Ciao My Shining Star (Deluxe Edition),All For The Best,5:30,,0,not-rated
Superchunk,What a Time to Be Alive,All for You,3:26,,undefined,never-rated
Sufjan Stevens,Greetings From Michigan: The Great Lakes State,"All Good Naysayers, Speak Up Or Forever Hold Your Peace",4:33,1,0,not-rated
The Walkmen,A Hundred Miles Off,All Hands And The Cook,4:05,,0,not-rated
Death From Above 1979,Outrage! Is Now,All I C Is U & Me,3:00,1,undefined,never-rated
Sharon Van Etten,Tramp,All I Can,4:54,,0,not-rated
The Tallest Man On Earth,I Love You. It's a Fever Dream.,All I Can Keep Is Now,3:45,3,undefined,never-rated
Sun Airway,Heraldic Black Cherry,All I Ever,3:23,,undefined,never-rated
The Airborne Toxic Event,All At Once,All I Ever Wanted,4:18,,0,not-rated
Santigold,99 Cents,All I Got,2:56,1,undefined,never-rated
Washed Out,Paracosm,All I Know,5:27,2,0,not-rated
Lydia,Illuminate,All I See,4:58,1,0,not-rated
Anna of the North,Lovers,All I Want,3:22,,undefined,never-rated
Joni Mitchell,Blue,All I Want,3:35,1,0,not-rated
LCD Soundsystem,This Is Happening,All I Want,6:42,,0,not-rated
Let's Go Sailing,The Chaos In Order,All I Want From You Is Love [Album Version],3:48,,0,not-rated
Sun Airway,Heraldic Black Cherry,All In,4:14,,undefined,never-rated
Thunderpussy,Thunderpussy,All In,4:08,2,undefined,never-rated
The Joy Formidable,Aaarth,All in All,5:47,2,undefined,never-rated
British Sea Power,Do You Like Rock Music?,All In It,2:12,,0,not-rated
Sam Amidon,All Is Well,All Is Well,4:24,,0,not-rated
Sebadoh,Secret EP,All Kinds,1:33,,0,not-rated
The Sufis,After Hours,All Knowing,3:36,4,undefined,never-rated
Eleanor Friedberger,New View,All Known Things,5:07,5,undefined,never-rated
Angel Olsen,All Mirrors,All Mirrors,4:42,1,undefined,never-rated
Bogues,"Life, Slowly",All Moved In,4:47,7,undefined,never-rated
The Last Dinosaur,The Nothing,All My Faith,3:22,,undefined,never-rated
Over The Rhine,The Long Surrender,All My Favorite People,6:41,,0,not-rated
ShitKid,This Is It,All My Fears,2:46,6,undefined,never-rated
LCD Soundsystem,Sound Of Silver,All My Friends,7:43,2,0,not-rated
Brooke Bentham,Everyday Nothing,All My Friends Are Drunk,3:34,1,undefined,never-rated
Purple Mountains,Purple Mountains,All My Happiness is Gone,4:20,1,undefined,never-rated
Restorations,LP3,All My Home,4:33,,0,not-rated
La Sera,Hour Of The Dawn,All My Love is For You,3:27,,0,not-rated
Modest Mouse,Building Nothing Out Of Something,All Night Diner,4:43,,0,not-rated
Homeshake,Helium,All Night Long,3:37,2,undefined,never-rated
A.C. Newman,Get Guilty,All Of My Days And All Of My Days Off,3:51,,0,not-rated
Me in Capris,For Those Who Think You,All of the Time,3:24,8,undefined,never-rated
Something For Rockets,Something For Rockets,All OK,2:59,,0,not-rated
Equipment,Ruthless Sun,All on You,3:51,2,undefined,never-rated
Pearl Jam,Riot Act,All or None,4:37,,0,not-rated
Built To Spill,Untethered Moon,All Our Songs,6:14,,0,not-rated
Desperate Journalist,Grow Up,All Over,4:32,1,undefined,never-rated
Washed Out,Paracosm,All Over Now,3:55,2,0,not-rated
Black Rebel Motorcycle Club,Wrong Creatures,All Rise,5:40,1,undefined,never-rated
Lucero,Lucero,All Sewn Up,4:30,1,0,not-rated
The Magnetic Fields,Love At The Bottom Of The Sea,All She Cares About Is Mariachi,2:38,,0,not-rated
Rilo Kiley,Rkives,All The Drugs,3:45,6,0,not-rated
Elton John,Goodbye Yellow Brick Road,All The Girls Love Alice,5:09,,0,not-rated
Teen Suicide,A Whole Fucking Lifetime of This,all the lonely nights in your life,2:43,1,undefined,never-rated
Elton John,Madman Across The Water,All The Nasties,5:10,,0,not-rated
The New Pornographers,Challengers,All The Old Showstoppers,4:08,,0,not-rated
fun.,Aim and Ignite,All The Pretty Girls,3:23,,0,not-rated
R.E.M.,In Time: The Best Of R.E.M. 1988-2003,All The Right Friends,2:47,,0,not-rated
Dressy Bessy,Kindercore Records Christmas Two,All The Right Reasons,2:38,1,undefined,never-rated
The Jayhawks,Music From The North Country: The Jayhawks Anthology,All The Right Reasons,3:27,,0,not-rated
Angry Angles,Angry Angles,All the Same,1:28,1,undefined,never-rated
Danny Norbury,Light in August,All the Stars Are Out Tonight,3:28,7,undefined,never-rated
The New Pornographers,Challengers,All The Things That Go To Make Heaven And Earth,3:09,,0,not-rated
French Vanilla,How Am I Not Myself?,All the Time,2:34,1,undefined,never-rated
Okkervil River,The Silver Gymnasium,All the Time Every Day,4:36,2,0,not-rated
The Go! Team,All the Way Live,All the Way Live,3:33,1,undefined,never-rated
The Go! Team,SEMICIRCLE,All the Way Live,3:33,1,undefined,never-rated
R.E.M.,In Time: The Best Of R.E.M. 1988-2003,All The Way To Reno,4:46,,0,not-rated
the national,alligator,all the wine,3:16,1,0,not-rated
Lucero,Lucero,All These Love Songs,4:26,1,0,not-rated
The Killers,Hot Fuss,All These Things That I've Done,5:02,,0,not-rated
Colin Stetson,All This I Do For Glory,All this I do for glory,7:19,1,undefined,never-rated
Cyndi Lauper,She's So Unusual,All Through the Night,4:32,1,undefined,never-rated
Amber Coffman,City of No Reply,All to Myself,5:39,3,undefined,never-rated
Cloud Cult,Aurora Borealis,All Together Alone,3:48,,0,not-rated
The Mountain Goats,We Shall All Be Healed,All Up The Seething Coast,3:45,,0,not-rated
Tobin Sprout,Moonflower Plastic,All Used Up,1:59,,undefined,never-rated
Grizzly Bear,Veckatimest,All We Ask,5:19,,0,not-rated
The Flaming Lips,Yoshimi Battles The Pink Robots,All We Have Is Now,3:53,,0,not-rated
This Is the Kit,Moonshine Freeze,All Written Out in Numbers,4:50,2,undefined,never-rated
The Black Keys,Attack & Release,All You Ever Wanted,2:56,,0,not-rated
Free Cake for Every Creature,Talking Quietly of Anything With You,All You Gotta Be When You're 23 Is Yourself,2:26,,undefined,never-rated
The Beatles,1 (Remastered),All You Need Is Love (Remastered 2015),3:47,4,undefined,never-rated
Ghostland Observatory,Paparazzi Lightning,All You Rock & Rollers,2:21,,0,not-rated
Bat For Lashes,The Haunted Man,All Your Gold,4:33,,0,not-rated
Stella Donnelly,Beware of the Dogs,Allergies,2:55,5,undefined,never-rated
Soccer Mommy,Collection,Allison,2:39,4,undefined,never-rated
The Brave Little Abacus,just got back from the discomfort—we’re alright,"Allston, Massachusetts December 2009—January 2010",1:21,,0,not-rated
Jonny Greenwood,Phantom Thread (Original Motion Picture Soundtrack),Alma,4:07,1,undefined,never-rated
We Were Promised Jetpacks,These Four Walls,An Almighty Thud,3:34,,0,not-rated
The Mountain Goats,Hex of Infinite Binding EP,Almost Every Door,4:31,8,undefined,never-rated
Dinosaur Jr,I Bet On Sky,Almost Fare,4:53,,0,not-rated
Doves,Some Cities,Almost Forgot Myself,4:43,,0,not-rated
FIDLAR,Almost Free,Almost Free,2:15,2,1,thumbs-down
Parquet Courts,Wide Awake!,Almost Had to Start a Fight/In and Out of Patience,3:14,1,undefined,never-rated
The Flaming Lips,Oczy Mlody,Almost Home (Blisko Domu),4:53,1,undefined,never-rated
Nana Grizol,Ursa Minor,Almost Know Your Name,2:52,3,undefined,never-rated
Dinosaur Jr,Beyond,Almost Ready,3:09,,0,not-rated
The Sidekicks,Weight of Air,Almost the Same,2:29,,undefined,never-rated
Songs: Ohia,The Magnolia Electric Co.,Almost Was Good Enough,4:28,21,5,thumbs-up
Songs: Ohia,Magnolia Electric Co. (10th Anniversary Deluxe Edition),Almost Was Good Enough,4:28,3,undefined,never-rated
Jenny Lewis,The Voyager,Aloha & The Three Johns,4:04,,0,not-rated
Jealous,We Love You - EP,Alone,4:10,1,undefined,never-rated
Love,Forever Changes (2015 Remastered Version),Alone Again Or (2015 Remastered Version),3:17,1,undefined,never-rated
Neko Case,"Live From Austin, TX",Alone And Forsaken,3:04,,undefined,never-rated
Glen Hansard and Markéta Irglová,The Swell Season,Alone Apart,4:48,,0,not-rated
Cloud Cult,Aurora Borealis,Alone At A Party In A Ghost Town,2:20,,0,not-rated
Future Teens,Breakup Season,Alone at the Party,3:59,11,undefined,never-rated
Eskimeaux,Ó on Audiotree Live,Alone at the Party (Audiotree Live Version),1:59,,undefined,never-rated
Modest Mouse,The Moon & Antarctica [Bonus Tracks],Alone Down There,2:23,1,0,not-rated
The Strokes,Is This It?,"Alone, Together",3:09,,0,not-rated
Speedy Ortiz,Twerp Verse,Alone with Girls,3:24,1,undefined,never-rated
Daughter,Not To Disappear,Alone / With You,4:33,1,undefined,never-rated
M. Ward,Migration Stories,Along the Santa Fe Trail,3:08,,undefined,never-rated
Silver Jews,"Lookout Mountain, Lookout Sea","Aloyisius, Bluegrass Drummer",1:54,,0,not-rated
John K. Samson,Winter Wheat,Alpha Adept,3:24,2,undefined,never-rated
At The Drive-In,In Casino Out,Alpha Centauri,3:13,,0,not-rated
The Mountain Goats,Tallahassee,Alpha Rats Nest,2:11,,0,not-rated
Elliott Smith,Elliott Smith,Alphabet Town,4:12,,0,not-rated
The Mountain Goats,The Coroners Gambit,The Alphonse Mambo,2:44,,0,not-rated
William Tyler,Goes West,Alpine Star,5:26,4,undefined,never-rated
Beck,Sea Change,Already Dead,2:59,,0,not-rated
Alvvays,Antisocialites,Already Gone,3:03,27,undefined,never-rated
Harley Poe,Have a Great Life.,Already Gone,2:30,6,undefined,never-rated
Leggy,Let Me Know Your Moon,Already Gone,3:40,1,undefined,never-rated
Third Eye Blind,Third Eye Blind (20th Anniversary Edition),Alright Caroline,4:50,,undefined,never-rated
The Spook School,Could It Be Different?,Alright (Sometimes),3:03,4,undefined,never-rated
Animal Collective,Merriweather Post Pavilion,Also Frightened,5:13,,0,not-rated
Radiator Hospital,Play the Song You Like,Also Ran,3:24,3,undefined,never-rated
Horse Feathers,Appreciation,Altamont,3:02,,undefined,never-rated
Wye Oak,Civilian,The Alter,3:42,2,0,not-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Alter Me I,0:45,3,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Alter Me II,1:25,3,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Alter Me III,1:26,2,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Altered Beast I,2:23,4,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Altered Beast II,4:28,4,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Altered Beast III,2:14,4,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,Altered Beast IV,5:10,4,undefined,never-rated
Anna of the North,Lovers,Always,3:55,,undefined,never-rated
Choji Moji,It's a Hit (A Piano Tribute to Rilo Kiley),Always,3:46,2,undefined,never-rated
Rilo Kiley,Take Offs And Landings,Always,4:00,2,undefined,never-rated
Rilo Kiley,Take Offs and Landings,Always,4:01,1,0,not-rated
Seapony,Go With Me,Always,2:19,,0,not-rated
Yeah Yeah Yeahs,Mosquito,Always,4:06,,0,not-rated
The Sixth Great Lake,Kindercore Records Christmas Two,"Always After Christmas, Boring",2:55,,undefined,never-rated
The Walkmen,A Hundred Miles Off,Always After You ('Til You Started After Me),3:33,,0,not-rated
Parquet Courts,Sunbathing Animal,Always Back In Town,2:38,,0,not-rated
Esther Rose,You Made It This Far,Always Changing,3:06,1,undefined,never-rated
Tiny Moving Parts,Pleasant Living,Always Focused,2:40,,undefined,never-rated
Macseal,Super Enthusiast,Always Hazy,3:39,,undefined,never-rated
The A-Sides,Silver Storms,Always In Trouble,6:32,,0,not-rated
The Greatest Bits,Kingdom Hearts,Always On My Mind,1:48,1,undefined,never-rated
Yo La Tengo,May I Sing With Me,Always Something,4:38,,0,not-rated
